Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
12/31/2021,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,0.82,0.77
9/30/2021,Strathcona Long Term Care,3051,Mount Forest,WELLINGTON-DUFFERIN-GUELPH,0,0
8/31/2021,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,0.9,0.87
8/31/2021,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,0.97,0.92
9/30/2021,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,1,0.92
9/30/2021,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,0.94,0.92
10/31/2021,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,1,1
10/31/2021,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,0.98,0.94
11/30/2021,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,1,1
11/30/2021,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,1,1
12/31/2021,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,1,1
12/31/2021,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,1,1
8/31/2021,Carleton Lodge,M508,Nepean,OTTAWA,0.93,0.92
8/31/2021,Extendicare Starwood,2485,Nepean,OTTAWA,0.95,0.95
8/31/2021,Longfields Manor,2845,Nepean,OTTAWA,0.93,0.93
9/30/2021,Carleton Lodge,M508,Nepean,OTTAWA,0.97,0.93
9/30/2021,Extendicare Starwood,2485,Nepean,OTTAWA,0.98,0.98
9/30/2021,Longfields Manor,2845,Nepean,OTTAWA,0.95,0.94
10/31/2021,Carleton Lodge,M508,Nepean,OTTAWA,0.98,0.97
10/31/2021,Extendicare Starwood,2485,Nepean,OTTAWA,1,1
10/31/2021,Longfields Manor,2845,Nepean,OTTAWA,0.99,0.99
11/30/2021,Carleton Lodge,M508,Nepean,OTTAWA,0.99,0.98
11/30/2021,Extendicare Starwood,2485,Nepean,OTTAWA,1,1
11/30/2021,Longfields Manor,2845,Nepean,OTTAWA,1,1
12/31/2021,Carleton Lodge,M508,Nepean,OTTAWA,1,0.99
12/31/2021,Extendicare Starwood,2485,Nepean,OTTAWA,1,1
12/31/2021,Longfields Manor,2845,Nepean,OTTAWA,1,1
10/31/2021,Nithview Home,3004,New Hamburg,WATERLOO,0.94,0.93
11/30/2021,Nithview Home,3004,New Hamburg,WATERLOO,0.99,0.98
12/31/2021,Nithview Home,3004,New Hamburg,WATERLOO,1,1
8/31/2021,Nithview Home,3004,New Hamburg,WATERLOO,0.71,0.71
9/30/2021,Nithview Home,3004,New Hamburg,WATERLOO,0.83,0.82
8/31/2021,Fosterbrooke,2625,Newcastle,DURHAM,0.96,0.94
9/30/2021,Fosterbrooke,2625,Newcastle,DURHAM,0.95,0.93
10/31/2021,Fosterbrooke,2625,Newcastle,DURHAM,0.98,0.96
11/30/2021,Fosterbrooke,2625,Newcastle,DURHAM,0.99,0.98
12/31/2021,Fosterbrooke,2625,Newcastle,DURHAM,1,0.99
8/31/2021,Eagle Terrace,2240,Newmarket,YORK REGION,0.93,0.89
8/31/2021,MacKenzie Place,2611,Newmarket,YORK REGION,1,0.98
8/31/2021,Southlake Residential Care Village,2955,Newmarket,YORK REGION,0.92,0.87
8/31/2021,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,0.9,0.88
9/30/2021,Eagle Terrace,2240,Newmarket,YORK REGION,0.95,0.93
9/30/2021,MacKenzie Place,2611,Newmarket,YORK REGION,1,0.99
9/30/2021,Southlake Residential Care Village,2955,Newmarket,YORK REGION,0.94,0.91
9/30/2021,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,0.93,0.9
10/31/2021,Eagle Terrace,2240,Newmarket,YORK REGION,0.91,0.91
10/31/2021,MacKenzie Place,2611,Newmarket,YORK REGION,0.99,0.98
10/31/2021,Southlake Residential Care Village,2955,Newmarket,YORK REGION,0.91,0.88
10/31/2021,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,0.95,0.93
11/30/2021,Eagle Terrace,2240,Newmarket,YORK REGION,0.99,0.99
11/30/2021,MacKenzie Place,2825,Newmarket,YORK REGION,1,1
11/30/2021,Southlake Residential Care Village,2955,Newmarket,YORK REGION,1,0.99
11/30/2021,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,1,1
12/31/2021,Eagle Terrace,2240,Newmarket,YORK REGION,0.99,0.99
12/31/2021,MacKenzie Place,2611,Newmarket,YORK REGION,1,1
12/31/2021,Southlake Residential Care Village,2955,Newmarket,YORK REGION,1,1
12/31/2021,York Region Newmarket Health Centre,M534,Newmarket,YORK REGION,1,1
10/31/2021,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,0.95,0.89
10/31/2021,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,1,0.93
10/31/2021,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,1,0.97
10/31/2021,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.93,0.88
10/31/2021,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,1,0.99
10/31/2021,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
11/30/2021,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,1,0.97
11/30/2021,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,1,0.96
11/30/2021,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,1,0.99
11/30/2021,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.96,0.94
11/30/2021,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,1,1
11/30/2021,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
12/31/2021,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,1,1
12/31/2021,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,1,1
12/31/2021,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,1,1
12/31/2021,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,1,1
12/31/2021,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,1,1
12/31/2021,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
8/31/2021,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,0.78,0.75
8/31/2021,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,0.83,0.78
8/31/2021,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,0.89,0.85
8/31/2021,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.68,0.66
8/31/2021,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,0.93,0.92
8/31/2021,Valley Park Lodge,2737,Niagara Falls,NIAGARA,0.98,0.93
9/30/2021,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,0.87,0.79
9/30/2021,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,0.88,0.85
9/30/2021,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,0.91,0.86
9/30/2021,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.83,0.77
9/30/2021,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,0.96,0.93
9/30/2021,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
8/31/2021,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,0.94,0.9
8/31/2021,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,0.93,0.9
9/30/2021,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,0.98,0.93
9/30/2021,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,0.93,0.93
10/31/2021,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,1,1
10/31/2021,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,1,0.97
11/30/2021,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,1,1
11/30/2021,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,1,1
12/31/2021,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,1,1
12/31/2021,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,1,1
8/31/2021,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,0.97,0.91
9/30/2021,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,0.99,0.97
10/31/2021,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
11/30/2021,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
12/31/2021,Nipigon District Memorial Hospital,2793,Nipigon,THUNDER BAY,1,1
10/31/2021,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.91,0.89
10/31/2021,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.98,0.97
11/30/2021,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.99,0.98
11/30/2021,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,1,1
12/31/2021,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,1,1
12/31/2021,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,1,1
8/31/2021,Carefree Lodge,M596,North York,TORONTO,0.88,0.87
10/31/2021,Carefree Lodge,M596,North York,TORONTO,0.94,0.91
10/31/2021,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,0.97
10/31/2021,Cheltenham Care Community,922,North York,TORONTO,1,1
10/31/2021,Cummer Lodge,M512,North York,TORONTO,0.97,0.95
10/31/2021,Downsview Long Term Care Centre,1041,North York,TORONTO,0.94,0.86
10/31/2021,Extendicare Bayview,2460,North York,TORONTO,1,1
10/31/2021,Hawthorne Place Care Centre,2586,North York,TORONTO,0.99,0.98
10/31/2021,Norfinch Care Community,2918,North York,TORONTO,0.98,0.98
10/31/2021,North Park Nursing Home,909,North York,TORONTO,1,1
10/31/2021,Seniors' Health Centre,2744,North York,TORONTO,0.99,0.97
10/31/2021,Thompson House,3017,North York,TORONTO,0.96,0.93
10/31/2021,Valleyview Residence,2954,North York,TORONTO,0.95,0.92
11/30/2021,Carefree Lodge,M596,North York,TORONTO,0.97,0.94
11/30/2021,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,0.99
11/30/2021,Cummer Lodge,M512,North York,TORONTO,0.97,0.96
11/30/2021,Downsview Long Term Care Centre,1041,North York,TORONTO,1,0.98
11/30/2021,Extendicare Bayview,2460,North York,TORONTO,1,1
11/30/2021,Hawthorne Place Care Centre,2586,North York,TORONTO,1,0.99
11/30/2021,Norfinch Care Community,2918,North York,TORONTO,1,1
11/30/2021,North Park Nursing Home,909,North York,TORONTO,1,1
11/30/2021,Seniors' Health Centre,2744,North York,TORONTO,1,1
11/30/2021,Thompson House,3017,North York,TORONTO,0.99,0.99
11/30/2021,Valleyview Residence,2954,North York,TORONTO,1,0.98
12/31/2021,Carefree Lodge,M596,North York,TORONTO,1,1
12/31/2021,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,1,1
12/31/2021,Cheltenham Care Community,922,North York,TORONTO,1,1
12/31/2021,Cummer Lodge,M512,North York,TORONTO,1,1
12/31/2021,Downsview Long Term Care Centre,1041,North York,TORONTO,1,1
12/31/2021,Extendicare Bayview,2460,North York,TORONTO,1,1
12/31/2021,Hawthorne Place Care Centre,2586,North York,TORONTO,1,1
12/31/2021,Norfinch Care Community,2918,North York,TORONTO,1,1
12/31/2021,North Park Nursing Home,909,North York,TORONTO,1,1
12/31/2021,Seniors' Health Centre,2744,North York,TORONTO,1,1
12/31/2021,Thompson House,3017,North York,TORONTO,0.99,0.99
12/31/2021,Valleyview Residence,2954,North York,TORONTO,1,1
8/31/2021,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.93,0.91
8/31/2021,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.95,0.88
9/30/2021,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.91,0.9
9/30/2021,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.95,0.92
8/31/2021,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,0.92,0.9
8/31/2021,Cheltenham Care Community,922,North York,TORONTO,0.95,0.91
8/31/2021,Cummer Lodge,M512,North York,TORONTO,0.89,0.87
8/31/2021,Downsview Long Term Care Centre,1041,North York,TORONTO,0.87,0.84
8/31/2021,Extendicare Bayview,2460,North York,TORONTO,0.98,0.97
8/31/2021,Hawthorne Place Care Centre,2586,North York,TORONTO,0.91,0.86
8/31/2021,Norfinch Care Community,2918,North York,TORONTO,0.95,0.92
8/31/2021,North Park Nursing Home,909,North York,TORONTO,0.98,0.96
8/31/2021,Seniors' Health Centre,2744,North York,TORONTO,0.86,0.84
8/31/2021,Thompson House,3017,North York,TORONTO,0.93,0.92
8/31/2021,Valleyview Residence,2954,North York,TORONTO,0.9,0.89
9/30/2021,Carefree Lodge,M596,North York,TORONTO,0.92,0.88
9/30/2021,Chartwell Gibson Long Term Care Residence,2556,North York,TORONTO,0.96,0.94
9/30/2021,Cheltenham Care Community,922,North York,TORONTO,1,0.97
9/30/2021,Cummer Lodge,M512,North York,TORONTO,0.95,0.91
9/30/2021,Downsview Long Term Care Centre,1041,North York,TORONTO,0.84,0.81
9/30/2021,Extendicare Bayview,2460,North York,TORONTO,0.99,0.98
9/30/2021,Hawthorne Place Care Centre,2586,North York,TORONTO,0.94,0.88
9/30/2021,Norfinch Care Community,2918,North York,TORONTO,0.98,0.96
9/30/2021,North Park Nursing Home,909,North York,TORONTO,0.99,0.98
9/30/2021,Seniors' Health Centre,2744,North York,TORONTO,0.94,0.86
9/30/2021,Thompson House,3017,North York,TORONTO,0.95,0.95
9/30/2021,Valleyview Residence,2954,North York,TORONTO,0.91,0.9
8/31/2021,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,0.79,0.73
9/30/2021,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,0.81,0.75
10/31/2021,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,1,0.94
11/30/2021,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,1,0.99
12/31/2021,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,1,1
8/31/2021,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,0.81,0.75
9/30/2021,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,0.93,0.88
10/31/2021,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,1,1
11/30/2021,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,1,1
12/31/2021,Pleasant Meadow Manor,2761,Norwood,PETERBOROUGH,1,1
8/31/2021,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,0.95,0.92
8/31/2021,Northridge,2862,Oakville,HALTON,0.89,0.88
8/31/2021,Post Inn Village,M620,Oakville,HALTON,0.9,0.87
8/31/2021,West Oak Village,2870,Oakville,HALTON,0.97,0.9
8/31/2021,Wyndham Manor Long Term Care Centre,2910,Oakville,HALTON,0.97,0.93
9/30/2021,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,0.97,0.94
9/30/2021,Northridge,2862,Oakville,HALTON,0.96,0.9
9/30/2021,Post Inn Village,M620,Oakville,HALTON,0.92,0.9
9/30/2021,West Oak Village,2870,Oakville,HALTON,0.99,0.96
9/30/2021,Wyndham Manor Long Term Care Centre,2910,Oakville,HALTON,0.98,0.96
10/31/2021,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,1,0.99
10/31/2021,Northridge,2862,Oakville,HALTON,1,1
10/31/2021,Post Inn Village,M620,Oakville,HALTON,0.96,0.93
10/31/2021,West Oak Village,2870,Oakville,HALTON,1,0.99
10/31/2021,Wyndham Manor Long Term Care Centre,2910,Oakville,HALTON,1,1
11/30/2021,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,1,1
11/30/2021,Northridge,2862,Oakville,HALTON,1,1
11/30/2021,Post Inn Village,M620,Oakville,HALTON,1,0.97
11/30/2021,West Oak Village,2870,Oakville,HALTON,1,0.99
11/30/2021,Wyndham Manor Long Term Care Centre,2910,Oakville,HALTON,1,1
12/31/2021,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,1,1
12/31/2021,Northridge,2862,Oakville,HALTON,1,1
12/31/2021,Post Inn Village,M620,Oakville,HALTON,1,1
12/31/2021,West Oak Village,2870,Oakville,HALTON,1,1
12/31/2021,Wyndham Manor,2910,Oakville,HALTON,1,1
8/31/2021,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,0.77,0.77
9/30/2021,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,0.77,0.76
10/31/2021,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,0.89,0.88
11/30/2021,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,0.9,0.9
12/31/2021,Iroquois Lodge Nursing Home,2724,Ohsweken,BRANT,1,1
8/31/2021,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.89,0.85
9/30/2021,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.94,0.91
10/31/2021,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,0.93,0.91
11/30/2021,Avalon Retirement Centre,2715,Orangeville,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,0.91,0.9
8/31/2021,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.85,0.84
8/31/2021,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,0.96,0.92
8/31/2021,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.92,0.89
9/30/2021,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,0.94,0.86
9/30/2021,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.92,0.87
9/30/2021,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,0.97,0.95
9/30/2021,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.97,0.9
10/31/2021,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,1,0.97
10/31/2021,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.99,0.98
10/31/2021,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,1,1
10/31/2021,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,0.99,0.97
11/30/2021,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,1,1
11/30/2021,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.99,0.99
11/30/2021,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,1,1
11/30/2021,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,1,1
12/31/2021,Leacock Care Centre,2835,Orillia,SIMCOE-MUSKOKA,1,1
12/31/2021,Oak Terrace,2593,Orillia,SIMCOE-MUSKOKA,0.99,0.99
12/31/2021,Spencer House,2971,Orillia,SIMCOE-MUSKOKA,1,1
12/31/2021,Trillium Manor Home for the Aged,M585,Orillia,SIMCOE-MUSKOKA,1,1
8/31/2021,Madonna Care Community,2974,Orleans,OTTAWA,0.97,0.96
9/30/2021,Madonna Care Community,2974,Orleans,OTTAWA,0.97,0.96
10/31/2021,Madonna Care Community,2974,Orleans,OTTAWA,0.98,0.98
11/30/2021,Madonna Care Community,2974,Orleans,OTTAWA,1,1
12/31/2021,Madonna Care Community,2974,Orleans,OTTAWA,1,1
8/31/2021,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,0.91,0.88
8/31/2021,Extendicare Oshawa,2439,Oshawa,DURHAM,0.9,0.88
8/31/2021,Hillsdale Estates,M539,Oshawa,DURHAM,0.84,0.82
8/31/2021,Hillsdale Terraces,M630,Oshawa,DURHAM,0.89,0.88
8/31/2021,Thorntonview,2534,Oshawa,DURHAM,0.93,0.91
9/30/2021,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,0.95,0.92
9/30/2021,Extendicare Oshawa,2439,Oshawa,DURHAM,0.92,0.9
9/30/2021,Hillsdale Estates,M539,Oshawa,DURHAM,0.85,0.84
9/30/2021,Hillsdale Terraces,M630,Oshawa,DURHAM,0.92,0.9
9/30/2021,Thorntonview,2534,Oshawa,DURHAM,1,0.95
10/31/2021,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,1,0.97
10/31/2021,Extendicare Oshawa,2439,Oshawa,DURHAM,1,0.99
10/31/2021,Hillsdale Estates,M539,Oshawa,DURHAM,0.95,0.9
10/31/2021,Hillsdale Terraces,M630,Oshawa,DURHAM,0.96,0.91
10/31/2021,Thorntonview,2534,Oshawa,DURHAM,1,0.97
11/30/2021,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,1,1
11/30/2021,Extendicare Oshawa,2439,Oshawa,DURHAM,1,1
11/30/2021,Hillsdale Estates,M539,Oshawa,DURHAM,1,0.97
11/30/2021,Hillsdale Terraces,M630,Oshawa,DURHAM,1,0.99
11/30/2021,Thorntonview,2534,Oshawa,DURHAM,1,0.95
12/31/2021,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,DURHAM,1,1
12/31/2021,Extendicare Oshawa,2439,Oshawa,DURHAM,1,1
12/31/2021,Hillsdale Estates,M539,Oshawa,DURHAM,1,0.97
12/31/2021,Hillsdale Terraces,M630,Oshawa,DURHAM,1,1
12/31/2021,Thorntonview,2534,Oshawa,DURHAM,1,1
8/31/2021,Carlingview Manor,2420,Ottawa,OTTAWA,0.96,0.94
8/31/2021,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,0.9,0.86
8/31/2021,Extendicare Medex,2579,Ottawa,OTTAWA,0.91,0.88
8/31/2021,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,0.99,0.95
8/31/2021,Extendicare West End Villa,2709,Ottawa,OTTAWA,0.98,0.96
8/31/2021,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.94,0.91
8/31/2021,Glebe Centre,2811,Ottawa,OTTAWA,0.97,0.95
8/31/2021,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.92,0.89
8/31/2021,Manoir Marochel,2867,Ottawa,OTTAWA,0.93,0.87
8/31/2021,Montfort,2886,Ottawa,OTTAWA,0.82,0.73
8/31/2021,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.89,0.87
8/31/2021,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.94,0.84
8/31/2021,Royal Ottawa Place,2933,Ottawa,OTTAWA,0.94,0.88
8/31/2021,St. Patrick's Home,3015,Ottawa,OTTAWA,0.94,0.92
8/31/2021,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,0.94,0.91
8/31/2021,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,0.96,0.96
8/31/2021,Villa Marconi,2818,Ottawa,OTTAWA,0.86,0.84
9/30/2021,Carlingview Manor,2420,Ottawa,OTTAWA,0.98,0.96
9/30/2021,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,0.98,0.9
9/30/2021,Extendicare Medex,2579,Ottawa,OTTAWA,0.96,0.91
9/30/2021,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,0.99,0.98
9/30/2021,Extendicare West End Villa,2709,Ottawa,OTTAWA,0.99,0.99
9/30/2021,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.97,0.94
9/30/2021,Glebe Centre,2811,Ottawa,OTTAWA,0.99,0.96
9/30/2021,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.94,0.93
9/30/2021,Manoir Marochel,2867,Ottawa,OTTAWA,0.98,0.88
9/30/2021,Montfort,2886,Ottawa,OTTAWA,0.94,0.89
9/30/2021,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.95,0.9
9/30/2021,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.97,0.94
9/30/2021,Royal Ottawa Place,2933,Ottawa,OTTAWA,0.98,0.94
9/30/2021,St. Patrick's Home,3015,Ottawa,OTTAWA,0.96,0.95
9/30/2021,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,0.99,0.95
9/30/2021,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,0.98,0.98
9/30/2021,Villa Marconi,2818,Ottawa,OTTAWA,0.94,0.89
10/31/2021,Carlingview Manor,2420,Ottawa,OTTAWA,1,0.99
10/31/2021,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,1,0.96
10/31/2021,Extendicare Medex,2579,Ottawa,OTTAWA,0.98,0.96
10/31/2021,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,1,1
10/31/2021,Extendicare West End Villa,2709,Ottawa,OTTAWA,1,1
10/31/2021,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.99,0.98
10/31/2021,Glebe Centre,2811,Ottawa,OTTAWA,1,0.99
10/31/2021,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.96,0.95
10/31/2021,Manoir Marochel,2867,Ottawa,OTTAWA,1,0.98
10/31/2021,Montfort,2886,Ottawa,OTTAWA,1,0.93
10/31/2021,Peter D. Clark Centre,M609,Ottawa,OTTAWA,0.86,0.84
10/31/2021,Residence Saint-Louis,3013,Ottawa,OTTAWA,0.99,0.97
10/31/2021,Royal Ottawa Place,2933,Ottawa,OTTAWA,1,1
10/31/2021,St. Patrick's Home,3015,Ottawa,OTTAWA,0.98,0.97
10/31/2021,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,1,1
10/31/2021,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,1,0.98
10/31/2021,Villa Marconi,2818,Ottawa,OTTAWA,0.98,0.96
11/30/2021,Carlingview Manor,2420,Ottawa,OTTAWA,1,1
11/30/2021,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,1,0.99
11/30/2021,Extendicare Medex,2579,Ottawa,OTTAWA,1,1
11/30/2021,Extendicare New Orchard Lodge,2302,Ottawa,OTTAWA,1,1
11/30/2021,Extendicare West End Villa,2709,Ottawa,OTTAWA,1,1
11/30/2021,Garry J. Armstrong Home,M622,Ottawa,OTTAWA,0.98,0.98
11/30/2021,Glebe Centre,2811,Ottawa,OTTAWA,1,1
11/30/2021,Hillel Lodge (The Bess and Moe Greenberg Family),3029,Ottawa,OTTAWA,0.99,0.98
11/30/2021,Manoir Marochel,2867,Ottawa,OTTAWA,1,1
11/30/2021,Montfort,2886,Ottawa,OTTAWA,1,1
11/30/2021,Peter D. Clark Centre,M609,Ottawa,OTTAWA,1,1
11/30/2021,Residence Saint-Louis,3013,Ottawa,OTTAWA,1,0.98
11/30/2021,Royal Ottawa Place,2933,Ottawa,OTTAWA,1,1
11/30/2021,St. Patrick's Home,3015,Ottawa,OTTAWA,0.99,0.99
11/30/2021,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,OTTAWA,1,1
11/30/2021,The Salvation Army Ottawa Grace Manor,2873,Ottawa,OTTAWA,1,1
