Economic region code,Economic region name,Census division code,Census division name,Census subdivision code,Census subdivision name,Total Population,Total Private Dwellings,Population density (people/square km),Land area (square km),Total - Age groups,0-14 Years,15-64 Years,15-19 Years,20-24 Years,>=65,Average Age of Population,Median Age of Population,Total households by #/room,1 or fewer per room,>1 per room,Total households by housing suitability,Suitable housing,Unsuitable housing,Total owned and rented households >0 income,<30 percent of income spent on shelter,>=30 percent of income spent on shelter,30 - <100 percent of income spent on shelter,Total commuting duration,Commute <15 min,Commute 15-29 min,Commute 30-44 min,Commute 45-59 min,Commute >=60 min
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530013,"Kitchener, City (CY)",256885.0,103388.0,1877.6,136.81,256885.0,44905.0,174175.0,14225.0,16410.0,37810.0,39.0,37.2,99815.0,96320.0,3490.0,99815.0,92815.0,7000.0,99445.0,76255.0,23190.0,21315.0,89925.0,26845.0,40385.0,12435.0,4360.0,5895.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530016,"Waterloo, City (CY)",121436.0,52049.0,1895.8,64.06,121435.0,17640.0,85080.0,8250.0,14110.0,18705.0,39.2,36.0,47040.0,46065.0,975.0,47040.0,44440.0,2600.0,46630.0,35415.0,11210.0,9355.0,34345.0,12645.0,14215.0,4420.0,1155.0,1915.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530020,"Wilmot, Township (TP)",21429.0,8035.0,81.2,263.81,21430.0,4020.0,12895.0,1350.0,1020.0,4510.0,42.0,42.8,7890.0,7865.0,30.0,7890.0,7725.0,170.0,7705.0,6800.0,905.0,825.0,7515.0,2130.0,3410.0,1380.0,250.0,345.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530027,"Wellesley, Township (TP)",11318.0,3444.0,40.8,277.74,11315.0,2775.0,6955.0,965.0,725.0,1590.0,36.5,35.2,3370.0,3300.0,65.0,3370.0,3175.0,190.0,3005.0,2670.0,330.0,285.0,3595.0,1175.0,1415.0,740.0,140.0,125.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530035,"Woolwich, Township (TP)",26999.0,9556.0,82.7,326.56,26995.0,5610.0,16640.0,1735.0,1435.0,4750.0,39.7,39.6,9360.0,9230.0,130.0,9360.0,9120.0,240.0,9075.0,7830.0,1245.0,1170.0,9660.0,3770.0,3905.0,1305.0,255.0,425.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531011,"Stratford, City (CY)",33232.0,15388.0,1107.0,30.02,33230.0,4800.0,20490.0,1705.0,1680.0,7940.0,44.8,46.0,14745.0,14655.0,85.0,14745.0,14270.0,480.0,14710.0,11785.0,2920.0,2715.0,12420.0,7775.0,2265.0,1120.0,715.0,535.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531013,"Perth South, Township (TP)",3776.0,1454.0,9.6,391.88,3775.0,630.0,2420.0,250.0,230.0,730.0,42.3,44.8,1400.0,1390.0,10.0,1400.0,1380.0,15.0,1155.0,995.0,160.0,145.0,1530.0,725.0,425.0,230.0,90.0,60.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531016,"St. Marys, Town (T)",7386.0,3216.0,593.8,12.44,7390.0,1065.0,4365.0,405.0,325.0,1955.0,46.1,48.4,3130.0,3110.0,20.0,3130.0,3060.0,70.0,3120.0,2745.0,375.0,360.0,2835.0,1505.0,695.0,365.0,160.0,110.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531025,"West Perth, Municipality (MU)",9038.0,3567.0,15.6,578.88,9040.0,1780.0,5550.0,555.0,490.0,1710.0,40.8,40.0,3435.0,3420.0,15.0,3435.0,3345.0,90.0,3075.0,2685.0,390.0,380.0,3840.0,1460.0,1420.0,570.0,160.0,225.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531030,"Perth East, Township (TP)",12595.0,4266.0,17.7,711.93,12595.0,2910.0,7690.0,925.0,800.0,1990.0,37.8,36.4,4110.0,4010.0,105.0,4110.0,3955.0,160.0,3460.0,2975.0,485.0,460.0,4910.0,1995.0,1670.0,880.0,190.0,185.0
3580, Stratford-Bruce Peninsula,3531,"Perth, County (CTY)",3531040,"North Perth, Municipality (MU)",15538.0,6171.0,31.5,493.09,15540.0,3285.0,9345.0,875.0,860.0,2910.0,39.6,37.6,5955.0,5860.0,100.0,5955.0,5715.0,245.0,5525.0,4490.0,1030.0,980.0,6315.0,3215.0,1290.0,895.0,575.0,345.0
3560, London,3532,"Oxford, County (CTY)",3532002,"Norwich, Township (TP)",11151.0,3892.0,26.3,424.01,11150.0,2640.0,6795.0,805.0,685.0,1720.0,37.5,36.0,3765.0,3715.0,45.0,3765.0,3630.0,130.0,3450.0,3020.0,435.0,405.0,4285.0,1445.0,1585.0,770.0,295.0,185.0
3560, London,3532,"Oxford, County (CTY)",3532004,"Tillsonburg, Town (T)",18615.0,8494.0,838.6,22.2,18615.0,2630.0,10535.0,965.0,895.0,5450.0,46.9,49.2,8230.0,8190.0,40.0,8230.0,7970.0,255.0,8195.0,6745.0,1450.0,1325.0,6450.0,3295.0,1395.0,960.0,410.0,375.0
3560, London,3532,"Oxford, County (CTY)",3532012,"South-West Oxford, Township (TP)",7583.0,2708.0,20.5,369.61,7585.0,1595.0,4725.0,540.0,435.0,1260.0,39.4,39.6,2620.0,2585.0,35.0,2620.0,2550.0,70.0,2360.0,2050.0,310.0,290.0,2905.0,990.0,1015.0,605.0,190.0,105.0
3560, London,3532,"Oxford, County (CTY)",3532018,"Ingersoll, Town (T)",13693.0,5627.0,1075.3,12.73,13695.0,2495.0,8855.0,780.0,750.0,2340.0,40.9,40.8,5465.0,5455.0,10.0,5465.0,5320.0,150.0,5465.0,4580.0,885.0,830.0,5115.0,1710.0,1710.0,975.0,435.0,280.0
3560, London,3532,"Oxford, County (CTY)",3532027,"Zorra, Township (TP)",8628.0,3284.0,16.3,529.19,8630.0,1710.0,5360.0,450.0,405.0,1560.0,40.6,40.8,3160.0,3150.0,15.0,3160.0,3105.0,60.0,2710.0,2430.0,285.0,255.0,3275.0,830.0,1275.0,800.0,225.0,150.0
3560, London,3532,"Oxford, County (CTY)",3532038,"East Zorra-Tavistock, Township (TP)",7841.0,3055.0,32.4,241.96,7840.0,1385.0,4855.0,415.0,430.0,1600.0,42.2,42.4,2980.0,2955.0,25.0,2980.0,2900.0,70.0,2755.0,2395.0,360.0,330.0,3175.0,1070.0,1135.0,620.0,180.0,170.0
3560, London,3532,"Oxford, County (CTY)",3532042,"Woodstock, City (CY)",46705.0,19528.0,827.2,56.46,46705.0,8235.0,29325.0,2485.0,2455.0,9150.0,41.6,40.8,18885.0,18685.0,205.0,18885.0,18175.0,710.0,18850.0,14780.0,4070.0,3820.0,17830.0,9055.0,3280.0,3110.0,1420.0,970.0
3560, London,3532,"Oxford, County (CTY)",3532045,"Blandford-Blenheim, Township (TP)",7565.0,2857.0,19.8,382.03,7565.0,1325.0,4925.0,450.0,390.0,1315.0,41.3,42.8,2780.0,2770.0,10.0,2780.0,2720.0,60.0,2575.0,2275.0,300.0,285.0,2970.0,600.0,1110.0,875.0,175.0,210.0
3560, London,3534,"Elgin, County (CTY)",3534005,"Bayham, Municipality (MU)",7096.0,2435.0,29.0,244.6,7095.0,1790.0,4250.0,620.0,415.0,1060.0,36.6,34.4,2265.0,2185.0,80.0,2265.0,2090.0,175.0,2125.0,1750.0,380.0,345.0,2385.0,535.0,855.0,500.0,220.0,270.0
3560, London,3534,"Elgin, County (CTY)",3534010,"Malahide, Township (TP)",9308.0,3178.0,23.6,394.27,9310.0,2180.0,5680.0,670.0,585.0,1450.0,37.9,37.2,3015.0,2950.0,65.0,3015.0,2875.0,135.0,2775.0,2410.0,365.0,345.0,3600.0,1125.0,1315.0,675.0,265.0,225.0
3560, London,3534,"Elgin, County (CTY)",3534011,"Aylmer, Town (T)",7699.0,3177.0,1208.6,6.37,7700.0,1560.0,4590.0,460.0,445.0,1550.0,40.6,39.2,3065.0,3040.0,25.0,3065.0,2965.0,100.0,3070.0,2470.0,595.0,545.0,2970.0,1215.0,890.0,525.0,205.0,135.0
3560, London,3534,"Elgin, County (CTY)",3534020,"Central Elgin, Municipality (MU)",13746.0,5845.0,49.1,279.87,13745.0,1995.0,8595.0,740.0,620.0,3155.0,45.3,48.8,5460.0,5430.0,35.0,5460.0,5350.0,110.0,5315.0,4625.0,690.0,610.0,5120.0,1580.0,1980.0,1035.0,330.0,205.0
3560, London,3534,"Elgin, County (CTY)",3534021,"St. Thomas, City (CY)",42840.0,18596.0,1203.2,35.61,42840.0,7155.0,26570.0,2375.0,2205.0,9115.0,43.0,43.6,18060.0,17945.0,115.0,18060.0,17530.0,530.0,18035.0,14600.0,3435.0,3280.0,15205.0,7585.0,3620.0,2780.0,725.0,490.0
3560, London,3534,"Elgin, County (CTY)",3534024,"Southwold, Township (TP)",4851.0,1760.0,16.1,301.38,4850.0,885.0,3010.0,300.0,220.0,950.0,42.3,44.0,1710.0,1710.0,0.0,1710.0,1670.0,45.0,1565.0,1465.0,100.0,100.0,1820.0,560.0,740.0,380.0,95.0,35.0
3560, London,3534,"Elgin, County (CTY)",3534030,"Dutton/Dunwich, Municipality (MU)",4152.0,1677.0,14.1,294.38,4150.0,725.0,2600.0,210.0,210.0,825.0,42.7,44.0,1595.0,1580.0,20.0,1595.0,1565.0,35.0,1475.0,1305.0,170.0,140.0,1640.0,440.0,345.0,530.0,210.0,115.0
3560, London,3534,"Elgin, County (CTY)",3534042,"West Elgin, Municipality (MU)",5060.0,2221.0,15.7,322.09,5060.0,740.0,3100.0,250.0,260.0,1225.0,45.3,48.8,2105.0,2090.0,10.0,2105.0,2035.0,75.0,1925.0,1675.0,250.0,230.0,1815.0,610.0,365.0,340.0,345.0,160.0
3570, Windsor-Sarnia,3536,"Chatham-Kent, Census division (CDR)",3536020,"Chatham-Kent, Municipality (MU)",103988.0,46752.0,42.4,2451.9,103985.0,16550.0,62900.0,5790.0,5505.0,24535.0,44.3,46.4,44025.0,43685.0,340.0,44025.0,42505.0,1530.0,42760.0,36045.0,6710.0,6240.0,36460.0,17780.0,9735.0,5270.0,1795.0,1885.0
3570, Windsor-Sarnia,3536,"Chatham-Kent, Census division (CDR)",3536029,"Moravian 47, Indian reserve (IRI)",328.0,169.0,26.0,12.62,330.0,65.0,200.0,20.0,20.0,60.0,41.4,44.8,150.0,150.0,0.0,150.0,140.0,10.0,0.0,0.0,0.0,0.0,100.0,50.0,15.0,15.0,10.0,10.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537001,"Pelee, Township (TP)",230.0,374.0,5.6,41.03,230.0,20.0,130.0,5.0,5.0,85.0,54.8,60.4,115.0,115.0,0.0,115.0,115.0,0.0,,,,,75.0,50.0,20.0,0.0,0.0,0.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537003,"Leamington, Municipality (MU)",29680.0,11219.0,113.6,261.24,29680.0,5205.0,18445.0,1850.0,1870.0,6030.0,41.8,41.2,10545.0,10275.0,275.0,10545.0,9745.0,800.0,10415.0,8470.0,1940.0,1785.0,10730.0,5990.0,2810.0,885.0,755.0,290.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537013,"Kingsville, Town (T)",22119.0,8635.0,89.9,246.08,22120.0,3575.0,13465.0,1280.0,1145.0,5080.0,43.8,45.2,8285.0,8220.0,70.0,8285.0,8020.0,265.0,8095.0,7170.0,920.0,845.0,8185.0,3080.0,2595.0,1770.0,590.0,145.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537016,"Essex, Town (T)",21216.0,8880.0,76.4,277.53,21215.0,3245.0,13315.0,1175.0,1160.0,4650.0,44.1,46.8,8390.0,8355.0,30.0,8390.0,8150.0,240.0,8240.0,7245.0,995.0,890.0,7950.0,1935.0,3285.0,2160.0,465.0,100.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537028,"Amherstburg, Town (T)",23524.0,9548.0,128.0,183.76,23525.0,3730.0,14820.0,1400.0,1325.0,4975.0,43.4,45.6,9200.0,9135.0,65.0,9200.0,8975.0,225.0,9075.0,7875.0,1200.0,1130.0,8690.0,2250.0,3230.0,2600.0,440.0,170.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537034,"LaSalle, Town (T)",32721.0,11922.0,503.7,64.96,32720.0,5520.0,21160.0,2300.0,2025.0,6045.0,42.0,44.0,11645.0,11525.0,115.0,11645.0,11310.0,330.0,11600.0,10340.0,1260.0,1130.0,10590.0,3285.0,6090.0,880.0,195.0,140.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537039,"Windsor, City (CY)",229660.0,99803.0,1572.8,146.02,229660.0,36640.0,150375.0,13520.0,16380.0,42645.0,41.4,40.8,94270.0,91580.0,2690.0,94270.0,88220.0,6050.0,93855.0,74020.0,19835.0,18085.0,69435.0,27740.0,31125.0,6335.0,2500.0,1735.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537048,"Tecumseh, Town (T)",23300.0,9111.0,246.3,94.59,23300.0,3555.0,14370.0,1400.0,1290.0,5375.0,44.7,47.6,8945.0,8890.0,60.0,8945.0,8755.0,195.0,8905.0,7900.0,1000.0,895.0,7720.0,2700.0,3910.0,825.0,135.0,150.0
3570, Windsor-Sarnia,3537,"Essex, County (CTY)",3537064,"Lakeshore, Town (T)",40410.0,14954.0,76.4,529.0,40410.0,7325.0,26345.0,2915.0,2375.0,6735.0,40.8,42.8,14385.0,14220.0,165.0,14385.0,14015.0,370.0,14035.0,12450.0,1585.0,1455.0,14830.0,3640.0,6665.0,3795.0,530.0,200.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538003,"St. Clair, Township (TP)",14659.0,6528.0,23.7,618.57,14660.0,2485.0,8865.0,800.0,675.0,3310.0,43.5,44.8,6020.0,6005.0,20.0,6020.0,5905.0,120.0,5665.0,5095.0,570.0,525.0,5440.0,1785.0,2645.0,760.0,95.0,155.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538004,"Walpole Island 46, Indian reserve (IRI)",,,,137.43,,,,,,,,,,,,,,,,,,,,,,,,
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538007,"Dawn-Euphemia, Township (TP)",1968.0,824.0,4.4,445.14,1970.0,375.0,1180.0,115.0,95.0,410.0,42.3,43.6,765.0,750.0,10.0,765.0,760.0,10.0,550.0,480.0,70.0,60.0,645.0,160.0,210.0,135.0,80.0,60.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538015,"Brooke-Alvinston, Municipality (MU)",2359.0,983.0,7.6,311.41,2360.0,435.0,1460.0,145.0,155.0,460.0,41.1,41.6,915.0,895.0,25.0,915.0,880.0,35.0,745.0,660.0,85.0,85.0,830.0,195.0,280.0,200.0,90.0,65.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538016,"Enniskillen, Township (TP)",2825.0,1087.0,8.4,338.05,2825.0,475.0,1690.0,160.0,145.0,660.0,44.5,47.2,1040.0,1035.0,0.0,1040.0,1015.0,25.0,875.0,790.0,85.0,65.0,1075.0,390.0,340.0,255.0,50.0,30.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538018,"Oil Springs, Village (VL)",647.0,283.0,79.5,8.14,645.0,110.0,425.0,30.0,35.0,115.0,41.6,40.8,270.0,260.0,0.0,270.0,270.0,0.0,270.0,260.0,0.0,0.0,295.0,80.0,95.0,80.0,15.0,20.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538019,"Petrolia, Town (T)",6013.0,2524.0,482.6,12.46,6010.0,1060.0,3515.0,325.0,280.0,1440.0,43.3,42.8,2460.0,2445.0,15.0,2460.0,2425.0,35.0,2455.0,2175.0,285.0,275.0,2160.0,895.0,820.0,340.0,45.0,55.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538025,"Sarnia 45, Indian reserve (IRI)",648.0,278.0,51.5,12.58,650.0,125.0,425.0,40.0,55.0,90.0,38.9,38.8,260.0,260.0,0.0,260.0,245.0,20.0,0.0,0.0,0.0,0.0,185.0,125.0,40.0,10.0,0.0,10.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538030,"Sarnia, City (CY)",72047.0,33902.0,439.6,163.9,72045.0,10575.0,43790.0,3565.0,3945.0,17680.0,44.8,46.0,32190.0,31990.0,200.0,32190.0,31225.0,965.0,32030.0,26275.0,5750.0,5335.0,24110.0,13385.0,7975.0,1665.0,440.0,645.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538031,"Point Edward, Village (VL)",1930.0,989.0,585.0,3.3,1930.0,220.0,1095.0,80.0,80.0,620.0,50.0,55.2,940.0,935.0,0.0,940.0,935.0,10.0,940.0,840.0,100.0,90.0,670.0,445.0,160.0,35.0,10.0,20.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538035,"Plympton-Wyoming, Town (T)",8308.0,3513.0,26.1,318.86,8310.0,1470.0,5005.0,485.0,400.0,1830.0,43.0,45.6,3175.0,3160.0,15.0,3175.0,3135.0,35.0,2960.0,2680.0,275.0,225.0,3025.0,720.0,1635.0,490.0,85.0,100.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538040,"Lambton Shores, Municipality (MU)",11876.0,7211.0,35.9,330.57,11875.0,1460.0,6560.0,480.0,450.0,3855.0,49.9,56.8,5300.0,5295.0,0.0,5300.0,5200.0,105.0,5135.0,4420.0,720.0,675.0,3770.0,1485.0,855.0,710.0,275.0,440.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538043,"Warwick, Township (TP)",3641.0,1425.0,12.5,290.21,3645.0,705.0,2220.0,215.0,205.0,715.0,41.1,41.6,1355.0,1345.0,10.0,1355.0,1330.0,25.0,1215.0,1040.0,170.0,160.0,1415.0,450.0,530.0,260.0,120.0,50.0
3570, Windsor-Sarnia,3538,"Lambton, County (CTY)",3538056,"Kettle Point 44, Indian reserve (IRI)",1233.0,775.0,132.3,9.32,1235.0,220.0,750.0,85.0,75.0,260.0,42.4,45.2,510.0,500.0,10.0,510.0,475.0,35.0,0.0,0.0,0.0,0.0,295.0,160.0,45.0,40.0,20.0,35.0
3560, London,3539,"Middlesex, County (CTY)",3539002,"Newbury, Village (VL)",440.0,195.0,248.6,1.77,440.0,65.0,285.0,30.0,25.0,90.0,43.9,47.2,195.0,195.0,0.0,195.0,195.0,0.0,195.0,170.0,20.0,20.0,200.0,65.0,40.0,35.0,30.0,20.0
3560, London,3539,"Middlesex, County (CTY)",3539005,"Southwest Middlesex, Municipality (MU)",5893.0,2503.0,13.8,427.82,5895.0,1035.0,3605.0,305.0,235.0,1255.0,43.2,44.8,2400.0,2395.0,10.0,2400.0,2325.0,75.0,2205.0,1915.0,290.0,270.0,2200.0,570.0,540.0,570.0,350.0,180.0
3560, London,3539,"Middlesex, County (CTY)",3539015,"Strathroy-Caradoc, Municipality (MU)",23871.0,9695.0,88.1,270.86,23870.0,4005.0,14730.0,1315.0,1230.0,5135.0,43.0,43.6,9450.0,9410.0,40.0,9450.0,9195.0,260.0,9300.0,8005.0,1295.0,1220.0,9215.0,4095.0,2150.0,2025.0,530.0,415.0
3560, London,3539,"Middlesex, County (CTY)",3539017,"Chippewas of the Thames First Nation 42, Indian reserve (IRI)",,,,42.49,,,,,,,,,,,,,,,,,,,,,,,,
3560, London,3539,"Middlesex, County (CTY)",3539018,"Munsee-Delaware Nation 1, Indian reserve (IRI)",129.0,64.0,11.5,11.19,130.0,25.0,85.0,10.0,15.0,20.0,38.4,38.0,50.0,50.0,0.0,50.0,40.0,10.0,,,,,40.0,15.0,10.0,20.0,0.0,0.0
3560, London,3539,"Middlesex, County (CTY)",3539021,"Oneida 41, Indian reserve (IRI)",,,,22.14,,,,,,,,,,,,,,,,,,,,,,,,
3560, London,3539,"Middlesex, County (CTY)",3539027,"Thames Centre, Municipality (MU)",13980.0,5316.0,32.2,433.99,13980.0,2405.0,8905.0,885.0,725.0,2670.0,42.7,45.2,5185.0,5165.0,20.0,5185.0,5070.0,115.0,4880.0,4330.0,550.0,495.0,5225.0,1455.0,2275.0,1030.0,205.0,255.0
3560, London,3539,"Middlesex, County (CTY)",3539033,"Middlesex Centre, Municipality (MU)",18928.0,6845.0,32.2,588.16,18925.0,3650.0,11705.0,1260.0,900.0,3575.0,41.6,43.6,6695.0,6665.0,25.0,6695.0,6640.0,60.0,6300.0,5510.0,785.0,730.0,6425.0,1460.0,2955.0,1505.0,305.0,205.0
3560, London,3539,"Middlesex, County (CTY)",3539036,"London, City (CY)",422324.0,186409.0,1004.3,420.5,422320.0,69020.0,278240.0,23920.0,30825.0,75070.0,40.7,38.8,174655.0,170090.0,4570.0,174655.0,164170.0,10485.0,173520.0,131505.0,42015.0,37610.0,138155.0,47460.0,59460.0,18880.0,6005.0,6345.0
3560, London,3539,"Middlesex, County (CTY)",3539041,"North Middlesex, Municipality (MU)",6307.0,2481.0,10.5,598.65,6310.0,1150.0,3785.0,370.0,305.0,1370.0,42.9,44.0,2390.0,2390.0,0.0,2390.0,2340.0,55.0,2080.0,1820.0,255.0,230.0,2465.0,655.0,755.0,565.0,320.0,160.0
3560, London,3539,"Middlesex, County (CTY)",3539047,"Adelaide-Metcalfe, Township (TP)",3011.0,1056.0,9.1,331.11,3010.0,600.0,1845.0,180.0,155.0,570.0,41.7,43.2,1015.0,1015.0,0.0,1015.0,985.0,30.0,860.0,750.0,110.0,95.0,1210.0,445.0,345.0,240.0,115.0,65.0
3560, London,3539,"Middlesex, County (CTY)",3539060,"Lucan Biddulph, Township (TP)",5680.0,2172.0,33.6,169.08,5680.0,1205.0,3605.0,305.0,265.0,870.0,38.5,37.6,2115.0,2105.0,10.0,2115.0,2075.0,40.0,1970.0,1745.0,230.0,215.0,2205.0,455.0,680.0,770.0,165.0,140.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540005,"South Huron, Municipality (MU)",10063.0,4722.0,23.7,425.12,10065.0,1520.0,5645.0,455.0,455.0,2900.0,46.6,50.0,4340.0,4310.0,25.0,4340.0,4245.0,90.0,4155.0,3480.0,680.0,625.0,3715.0,1730.0,940.0,535.0,285.0,225.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540010,"Bluewater, Municipality (MU)",7540.0,4882.0,18.1,416.7,7540.0,1095.0,4390.0,320.0,415.0,2055.0,46.6,52.0,3300.0,3295.0,10.0,3300.0,3235.0,70.0,3095.0,2610.0,485.0,440.0,2835.0,1165.0,945.0,265.0,155.0,315.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540025,"Central Huron, Municipality (MU)",7799.0,3917.0,17.4,449.43,7800.0,1255.0,4440.0,415.0,365.0,2105.0,45.5,48.8,3265.0,3265.0,0.0,3265.0,3225.0,45.0,2990.0,2575.0,415.0,390.0,2875.0,1255.0,990.0,315.0,90.0,225.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540028,"Goderich, Town (T)",7881.0,3899.0,923.1,8.54,7880.0,1025.0,4340.0,370.0,365.0,2520.0,48.7,52.8,3670.0,3640.0,25.0,3670.0,3590.0,75.0,3660.0,2915.0,745.0,695.0,2740.0,1805.0,470.0,155.0,145.0,160.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540040,"Huron East, Municipality (MU)",9512.0,3912.0,14.2,669.15,9510.0,1830.0,5625.0,535.0,500.0,2060.0,41.9,41.6,3710.0,3665.0,40.0,3710.0,3575.0,130.0,3340.0,2905.0,435.0,410.0,3540.0,1280.0,1115.0,695.0,175.0,275.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540046,"Howick, Township (TP)",4045.0,1414.0,14.1,286.55,4045.0,1005.0,2390.0,305.0,240.0,650.0,37.4,35.2,1345.0,1290.0,55.0,1345.0,1245.0,95.0,1165.0,980.0,185.0,170.0,1360.0,345.0,580.0,175.0,115.0,150.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540050,"Morris-Turnberry, Municipality (MU)",3590.0,1283.0,9.5,376.89,3590.0,775.0,2025.0,240.0,220.0,785.0,41.0,40.0,1195.0,1165.0,25.0,1195.0,1155.0,35.0,1015.0,900.0,115.0,105.0,1315.0,565.0,315.0,255.0,110.0,70.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540055,"North Huron, Township (TP)",5052.0,2277.0,28.2,179.01,5050.0,845.0,3045.0,300.0,320.0,1160.0,43.1,44.0,2155.0,2130.0,25.0,2155.0,2090.0,70.0,2055.0,1705.0,350.0,330.0,2065.0,980.0,480.0,315.0,105.0,185.0
3580, Stratford-Bruce Peninsula,3540,"Huron, County (CTY)",3540063,"Ashfield-Colborne-Wawanosh, Township (TP)",5884.0,3149.0,10.0,586.88,5885.0,1045.0,3200.0,300.0,275.0,1635.0,45.2,51.2,2360.0,2325.0,35.0,2360.0,2315.0,40.0,2060.0,1795.0,265.0,240.0,1820.0,600.0,700.0,220.0,160.0,140.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541004,"South Bruce, Municipality (MU)",5880.0,2419.0,12.1,486.86,5880.0,1160.0,3560.0,345.0,305.0,1155.0,41.1,41.2,2280.0,2275.0,0.0,2280.0,2215.0,65.0,1910.0,1670.0,245.0,225.0,2335.0,835.0,740.0,380.0,210.0,180.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541015,"Huron-Kinloss, Township (TP)",7723.0,4107.0,17.5,440.73,7720.0,1465.0,4320.0,365.0,325.0,1940.0,43.8,46.0,3025.0,2995.0,30.0,3025.0,2970.0,55.0,2845.0,2430.0,420.0,365.0,2245.0,670.0,780.0,540.0,155.0,100.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541024,"Kincardine, Municipality (MU)",12268.0,6142.0,22.8,537.8,12270.0,2150.0,7205.0,550.0,515.0,2915.0,43.9,44.4,5160.0,5130.0,30.0,5160.0,5095.0,65.0,4940.0,4235.0,710.0,635.0,4010.0,1820.0,1530.0,440.0,85.0,130.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541032,"Brockton, Municipality (MU)",9784.0,4406.0,17.3,564.64,9785.0,1710.0,5785.0,525.0,460.0,2290.0,43.7,44.8,4035.0,4010.0,25.0,4035.0,3980.0,55.0,3685.0,3165.0,520.0,500.0,3725.0,1680.0,1010.0,590.0,250.0,205.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541043,"Arran-Elderslie, Municipality (MU)",6913.0,2998.0,15.1,458.76,6915.0,1390.0,3970.0,345.0,280.0,1550.0,42.2,42.0,2785.0,2760.0,20.0,2785.0,2710.0,70.0,2545.0,2035.0,510.0,480.0,2425.0,650.0,875.0,570.0,220.0,110.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541045,"Saugeen Shores, Town (T)",15908.0,8548.0,93.5,170.19,15905.0,2535.0,9220.0,630.0,590.0,4155.0,45.2,46.8,6905.0,6880.0,20.0,6905.0,6790.0,115.0,6845.0,5895.0,950.0,880.0,5170.0,2140.0,1465.0,1190.0,265.0,120.0
3580, Stratford-Bruce Peninsula,3541,"Bruce, County (CTY)",3541055,"South Bruce Peninsula, Town (T)",9137.0,7093.0,17.2,530.61,9135.0,1075.0,5035.0,335.0,335.0,3025.0,50.3,56.8,4150.0,4135.0,10.0,4150.0,4070.0,80.0,4015.0,3350.0,660.0,635.0,3025.0,910.0,925.0,660.0,275.0,245.0
