X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.7167189579999,44.402658199,5248,172388800,2821,Long-Term Care Home,For-Profit,Woods Park Care Centre, , , ,110 Lillian Crescent, , ,Barrie,L4N5H7,20220428140057,20220426155145
-81.2766722229999,42.9876081780001,5256,172388283,2655,Long-Term Care Home,For-Profit,Chelsey Park, , , ,310 Oxford Street West, , ,London,N6H4N6,20220428140021,20220426155037
-77.4884627929999,46.102826991,5273,172388556,3036,Long-Term Care Home,Non-Profit,North Renfrew Long-Term Care Services, , , ,47 Ridge Road,Postal Office Box 1988, ,Deep River,K0J1P0,20220428140115,20220426155113
-81.218683309,43.0268525880001,5277,172388317,3047,Long-Term Care Home,For-Profit,Earls Court Village, , , ,1390 Highbury Avenue North, , ,London,N5Y0B6,20220428135931,20220426155041
-75.347107824,45.4405677730001,5285,172388634,943,Long-Term Care Home,For-Profit,Sarsfield Colonial Home, , , ,2861 Colonial Road,Postal Office Box 130, ,Ottawa,K0A3E0,20220428140003,20220426155123
-80.997596517,42.7739424540001,5298,172388264,2740,Long-Term Care Home,For-Profit,Chartwell Aylmer Long Term Care Residence, , , ,465 Talbot Street West, , ,Aylmer,N5H1K8,20220428140056,20220426155034
-83.1105117119999,42.1036643310001,5300,172388612,1149,Long-Term Care Home,For-Profit,Richmond Terrace, , , ,89 Rankin Avenue, , ,Amherstburg,N9V1E7,20220428140021,20220426155120
-80.387777764,43.2111944600001,5320,172388573,2779,Long-Term Care Home,For-Profit,Park Lane Terrace, , , ,295 Grand River Street North, , ,Brant,N3L2N9,20220428140021,20220426155115
-79.441687825,43.9017212260001,5342,172388325,2869,Long-Term Care Home,For-Profit,Elginwood, , , ,182 Yorkland Street, , ,Richmond Hill,L4S2M9,20220428135916,20220426155042
-82.403643973,42.968183019,5403,172388770,2659,Long-Term Care Home,Non-Profit,Vision Nursing Home, , , ,229 Wellington Street, , ,Sarnia,N7T1G9,20220428135931,20220426155141
-74.632633875,45.3113586800001,5418,172388711,2642,Long-Term Care Home,For-Profit,The Palace, , , ,92 Centre Street, , ,Alexandria,K0C1A0,20220428140003,20220426155133
-81.128653942,44.7401808870001,5433,172388401,M526,Long-Term Care Home,Non-Profit,Gateway Haven Long Term Care Home, , , ,671 Frank Street,Postal Office Box 10, ,Wiarton,N0H2T0,20220428140056,20220426155052
-79.742443507,43.750564485,5435,172388690,M616,Long-Term Care Home,Non-Profit,Tall Pines Long Term Care Centre, , , ,1001 Peter Robertson Boulevard, , ,Brampton,L6R2Y3,20220428140022,20220426155130
-79.392361491,43.699729593,5458,172388463,3031,Long-Term Care Home,Non-Profit,Isabel and Arthur Meighen Manor, , , ,155 Millwood Road, , ,Toronto,M4S1J6,20220428135916,20220426155101
-82.361547861,42.9764359230001,5481,172388182,2872,Long-Term Care Home,For-Profit,Afton Park Place Long Term Care Community, , , ,1200 Afton Drive, , ,Sarnia,N7S6L6,20220428140114,20220426155023
-75.6418296849999,45.0098034870001,5485,172388466,7073,Long-Term Care Home,Non-Profit,Kemptville District Hospital, , , ,2675 Concession Road,"Postal Office Bag 2007, P.O", ,Kemptville,K0G1J0,20220428140039,20220426155101
-79.447757055,46.278547426,5506,172388772,2598,Long-Term Care Home,For-Profit,Waters Edge Care Community, , , ,401 William Street, , ,North Bay,P1A1X5,20220428135916,20220426155141
-79.2252852939999,43.2002630120001,5511,172388546,2994,Long-Term Care Home,Non-Profit,Niagara Ina Grafton Gage Village, , , ,413 Linwell Road, , ,St. Catharines,L2M7Y2,20220428140056,20220426155111
-75.7767197599999,45.3670925420001,5533,172388249,2420,Long-Term Care Home,For-Profit,Carlingview Manor, , , ,2330 Carling Avenue, , ,Ottawa,K2B7H1,20220428140114,20220426155032
-81.2561911179999,42.9987464810001,5537,172388541,3026,Long-Term Care Home,Non-Profit,Mount Hope Centre for Long Term Care, , , ,21 Grosvenor Street,Postal Office Box 5777, ,London,N6A1Y6,20220428140039,20220426155111
-79.257777678,42.8792772530001,5561,172388559,M610,Long-Term Care Home,Non-Profit,Northland Pointe, , , ,2 Fielden Avenue, , ,Port Colborne,L3K6G4,20220428135946,20220426155113
-79.524547888,43.1869729960001,5565,172388639,3009,Long-Term Care Home,Non-Profit,Shalom Manor Long Term Care Home, , , ,12 Bartlett Avenue, , ,Grimsby,L3M4N5,20220428135931,20220426155123
-79.5978284619999,43.7596000940001,5618,172388794,2945,Long-Term Care Home,For-Profit,Woodbridge Vista Care Community, , , ,5400 Steeles Avenue West, , ,Vaughan,L4L9S1,20220428135916,20220426155144
-79.690212549,44.395108099,5623,172388571,2584,Long-Term Care Home,For-Profit,Owen Hill Care Community, , , ,130 Owen Street, , ,Barrie,L4M3H7,20220428140056,20220426155115
-82.465615993,45.9138808100001,5646,172388504,2667,Long-Term Care Home,For-Profit,Manitoulin Lodge, , , ,3 Main Street,Postal Office Box 648, ,Gore Bay,P0P1H0,20220428135946,20220426155106
-81.5107105869999,43.9557830350001,5649,172388589,2600,Long-Term Care Home,For-Profit,Pinecrest Manor, , , ,399 Bob Street,Postal Office Box 220, ,Lucknow,N0G2H0,20220428135931,20220426155117
-79.077480739,43.099738201,5697,172388603,2991,Long-Term Care Home,Non-Profit,R. H. Lawson Eventide Home, , , ,5050 Jepson Street, , ,Niagara Falls,L2E1K5,20220428135916,20220426155119
-81.78087541,46.2488859000001,5707,172388333,2755,Long-Term Care Home,Non-Profit,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4,20220428140039,20220426155044
-76.1902565839999,45.2183583990001,5731,172388188,2692,Long-Term Care Home,For-Profit,Almonte Country Haven, , , ,333 Country Street,Postal Office Box 250, ,Mississippi Mills,K0A1A0,20220428135946,20220426155024
-76.88751445,45.628521639,5735,172388237,2827,Long-Term Care Home,For-Profit,Caressant Care Cobden, , , ,12 Wren Drive,Postal Office Box 430, ,Cobden,K0J1K0,20220428135930,20220426155030
-84.336932062,46.5396603030001,5744,172388517,2780,Long-Term Care Home,Non-Profit,Mauno Kaihla Koti, , , ,723 North Street, , ,Sault Ste. Marie,P6B6G8,20220428140002,20220426155108
-80.017015445,45.3410395430001,5759,172388480,2958,Long-Term Care Home,Non-Profit,Lakeland Long Term Care Services, , , ,6 Albert Street, , ,Parry Sound,P2A3A4,20220428140021,20220426155103
-79.8795145029999,43.209306084,5777,172388730,2784,Long-Term Care Home,For-Profit,The Wellington Nursing Home, , , ,1430 Upper Wellington Street, , ,Hamilton,L9A5H3,20220428140115,20220426155136
-79.2490279,43.180909408,5789,172388396,2364,Long-Term Care Home,For-Profit,Garden City Manor, , , ,168 Scott Street, , ,St. Catharines,L2N1H2,20220428135946,20220426155052
-80.275873921,43.1254860500001,5793,172388465,M544,Long-Term Care Home,Non-Profit,John Noble Home, , , ,97 Mount Pleasant Street, , ,Brantford,N3T1T5,20220428135931,20220426155101
-80.9227179599999,44.5692906690001,5802,172388402,2638,Long-Term Care Home,For-Profit,Georgian Heights, , , ,1115 10th Street East, , ,Owen Sound,N4K6B1,20220428140002,20220426155053
-79.390668999,43.7934039090001,5815,172388336,2460,Long-Term Care Home,For-Profit,Extendicare Bayview, , , ,550 Cummer Avenue, , ,Toronto,M2K2M2,20220428140021,20220426155044
-81.312771535,42.990432577,5833,172388581,2980,Long-Term Care Home,For-Profit,peopleCare Oakcrossing London, , , ,1242 Oakcrossing Road, , ,London,N6H0G2,20220428140115,20220426155116
-89.256244667,48.4172460610001,5888,172388593,M599,Long-Term Care Home,Non-Profit,Pioneer Ridge, , , ,750 Tungsten Street, , ,Thunder Bay,P7A5C2,20220428135916,20220426155118
-80.01467925,48.1534461910001,5919,172388691,M619,Long-Term Care Home,Non-Profit,Teck Pioneer Residence, , , ,145 Government Road East,"Unit A, Postal Bag Service 1757", ,Kirkland Lake,P2N3P4,20220428135916,20220426155130
-82.8236368299999,42.1702926570001,5924,172388459,2129,Long-Term Care Home,For-Profit,Iler Lodge, , , ,111 Iler Avenue, , ,Essex,N8M1T6,20220428140056,20220426155100
-79.634069199,42.9090999420001,5947,172388417,M532,Long-Term Care Home,Non-Profit,Grandview Lodge / Dunnville, , , ,657 Lock Street West, , ,Dunnville,N1A1V9,20220428140039,20220426155055
-79.603621049,43.5930144640001,5969,172388254,2912,Long-Term Care Home,For-Profit,Cawthra Gardens, , , ,590 Lolita Gardens, , ,Mississauga,L5A4N8,20220428135946,20220426155033
-79.253288447,43.7068563010001,5972,172388297,2503,Long-Term Care Home,For-Profit,Craiglee Nursing Home, , , ,102 Craiglee Drive, , ,Toronto,M1N2M7,20220428135930,20220426155038
-77.1558086599999,44.737445875,5980,172388585,2796,Long-Term Care Home,Non-Profit,Pine Meadow Nursing Home, , , ,124 Lloyd Street,Postal Office Box 100, ,Northbrook,K0H2G0,20220428140003,20220426155117
-89.2413465669999,48.4414711650001,5993,172388210,2687,Long-Term Care Home,Non-Profit,Bethammi Nursing Home, , , ,63 Carrie Street, , ,Thunder Bay,P7A4J2,20220428140056,20220426155027
-79.714264675,43.489594841,5996,172388560,2862,Long-Term Care Home,For-Profit,Northridge, , , ,496 Postridge Drive, , ,Oakville,L6H7A2,20220428140021,20220426155113
-82.892071663,42.306401878,6005,172388226,2301,Long-Term Care Home,For-Profit,Brouillette Manor, , , ,11900 Brouillette Court, , ,Windsor,N8N4X8,20220428135916,20220426155029
-80.529867165,43.8316905620001,6016,172388235,2748,Long-Term Care Home,For-Profit,Caressant Care Arthur Nursing Home, , , ,215 Eliza Street,Postal Office Box 700, ,Arthur,N0G1A0,20220428135946,20220426155030
-76.1592042999999,44.3363301470001,6019,172388250,2683,Long-Term Care Home,For-Profit,Carveth Care Centre, , , ,375 James Street, , ,Gananoque,K7G2Z1,20220428135930,20220426155032
-75.834536741,44.909176861,6034,172388449,2645,Long-Term Care Home,For-Profit,Hilltop Manor Nursing Home (Merrickville), , , ,1005 St Lawrence Street,Postal Office Box 430, ,Merrickville,K0G1N0,20220428140002,20220426155059
-79.617442366,43.731596288,6102,172388305,2837,Long-Term Care Home,For-Profit,Deerwood Creek Care Community, , , ,70 Humberline Drive, , ,Toronto,M9W7H3,20220428140002,20220426155040
-79.686956276,43.604480562,6114,172388803,2920,Long-Term Care Home,Non-Profit,Yee Hong Centre - Mississauga, , , ,5510 Mavis Road, , ,Mississauga,L5V2X5,20220428135931,20220426155145
-81.6205478429999,44.181487368,6129,172388739,2773,Long-Term Care Home,For-Profit,Trillium Court, , , ,550 Philip Place, , ,Kincardine,N2Z3A6,20220428135916,20220426155137
-79.562006737,43.6100318690001,6134,172388520,7086,Long-Term Care Home,Non-Profit,McCall Centre Long Term Care Interim Unit, , , ,140 Sherway Drive, , ,Toronto,M9C1A4,20220428140056,20220426155108
-76.7028325759999,45.483436522,6153,172388221,M506,Long-Term Care Home,Non-Profit,Bonnechere Manor, , , ,470 Albert Street, , ,Renfrew,K7V4L5,20220428140114,20220426155028
-79.443198525,43.901336126,6157,172388536,2897,Long-Term Care Home,Non-Profit,Mon Sheong Richmond Hill Long Term Care Centre, , , ,11199 Yonge Street, , ,Richmond Hill,L4S1L2,20220428140039,20220426155110
-78.345642008,44.298553745,6179,172388356,2572,Long-Term Care Home,For-Profit,Extendicare Peterborough, , , ,860 Alexander Court, , ,Peterborough,K9J6B4,20220428135946,20220426155046
-75.6859108319999,45.3982498510001,6183,172388406,2811,Long-Term Care Home,Non-Profit,Glebe Centre, , , ,77 Monk Street, , ,Ottawa,K1S5A7,20220428135931,20220426155053
-79.267929974,43.9610069440001,6187,172388538,3055,Long-Term Care Home,Non-Profit,Mon Sheong Stouffville Long-Term Care Centre, , , ,162 Sandiford Drive, , ,Whitchurch-Stouffville,L4A0V6,20220428140002,20220426155111
-79.754795612,43.7584850860001,6203,172388506,2911,Long-Term Care Home,For-Profit,Maple Grove Care Community, , , ,215 Sunny Meadow Boulevard, , ,Brampton,L6R3B5,20220428140021,20220426155106
-78.673512879,43.912355463,6220,172388407,2605,Long-Term Care Home,Non-Profit,Glen Hill Strathaven, , , ,264 King Street East, , ,Bowmanville,L1C1P9,20220428140056,20220426155053
-80.8384276149999,43.317333757,6222,172388706,2093,Long-Term Care Home,For-Profit,The Maples Home for Seniors, , , ,94 William Street South,Postal Office Box 400, ,Tavistock,N0B2R0,20220428140022,20220426155132
-79.595791971,43.871555813,6245,172388476,2997,Long-Term Care Home,Non-Profit,Kristus Darzs Latvian Home, , , ,11290 Pine Valley Drive, , ,Vaughan,L4L1A6,20220428135916,20220426155102
-79.625953597,42.906138341,6273,172388321,2963,Long-Term Care Home,Non-Profit,Edgewater Gardens Long Term Care Centre, , , ,428 Broad Street West, , ,Dunnville,N1A1T3,20220428135916,20220426155042
-79.724464212,43.873478908,6333,172388759,2734,Long-Term Care Home,Non-Profit,Vera M. Davis Community Care Centre, , , ,80 Allan Drive, , ,Bolton,L7E1P7,20220428140057,20220426155139
-79.2864265979999,43.017507277,6338,172388734,M617,Long-Term Care Home,Non-Profit,The Woodlands of Sunset, , , ,920 Pelham Street, , ,Welland,L3C1Y5,20220428135946,20220426155136
-79.0453487249999,43.051067394,6340,172388203,2890,Long-Term Care Home,For-Profit,Bella Senior Care Residences, , , ,8720 Willoughby Drive, , ,Niagara Falls,L2G7X3,20220428140021,20220426155026
-79.3949224739999,44.6065914500001,6357,172388490,2835,Long-Term Care Home,For-Profit,Leacock Care Centre, , , ,25 Museum Drive, , ,Orillia,L3V7T9,20220428140114,20220426155104
-77.475003687,46.0908666890001,6384,172388699,2896,Long-Term Care Home,Non-Profit,The Four Seasons Lodge, , , ,117 Banting Drive, , ,Deep River,K0J1P0,20220428135931,20220426155131
-81.6439240349999,42.9556936550001,6418,172388680,M627,Long-Term Care Home,Non-Profit,Strathmere Lodge, , , ,599 Albert Street,Postal Office Box 5000, ,Strathroy,N7G3J3,20220428140003,20220426155129
-76.4655202979999,44.31280293,6435,172388373,M521,Long-Term Care Home,Non-Profit,Fairmount Home for the Aged, , , ,2069 Battersea Road,R.R. 1, ,Kingston,K0H1S0,20220428140002,20220426155049
-80.549010144,43.5408086100001,6448,172388307,2134,Long-Term Care Home,For-Profit,Derbecker's Heritage House, , , ,54 Eby Street, , ,St. Jacobs,N0B2N0,20220428140021,20220426155040
-79.4293786969999,43.63751438,6466,172388564,2201,Long-Term Care Home,For-Profit,Norwood Nursing Home, , , ,122 Tyndall Avenue, , ,Toronto,M6K2E2,20220428140115,20220426155114
-79.803807188,43.316507206,6497,172388266,2900,Long-Term Care Home,For-Profit,Chartwell Brant Centre Long Term Care Residence, , , ,1182 Northshore Boulevard East, , ,Burlington,L7S1C5,20220428140114,20220426155034
-80.3334088139999,42.8371681960001,6501,172388563,M624,Long-Term Care Home,Non-Profit,Norview Lodge, , , ,44 Rob Blake Way, , ,Simcoe,N3Y4N5,20220428140039,20220426155114
-80.642881046,44.3146970390001,6524,172388420,M606,Long-Term Care Home,Non-Profit,Grey Gables Home for the Aged, , , ,206 Toronto Street South, , ,Markdale,N0C1H0,20220428135946,20220426155055
-79.3909459879999,43.674630388,6533,172388204,2985,Long-Term Care Home,Non-Profit,Belmont House, , , ,55 Belmont Street, , ,Toronto,M5R1R1,20220428135930,20220426155026
-80.757591471,43.108145424,6553,172388798,M632,Long-Term Care Home,Non-Profit,Woodingford Lodge - Woodstock, , , ,300 Juliana Drive, , ,Woodstock,N4V0A1,20220428135916,20220426155145
-79.258980972,43.965406145,6558,172388574,2968,Long-Term Care Home,Non-Profit,Parkview Home Long-Term Care, , , ,123 Weldon Road, , ,Whitchurch-Stouffville,L4A0G8,20220428140056,20220426155115
-79.9352723229999,43.2332379850001,6583,172388279,2921,Long-Term Care Home,For-Profit,Chartwell Willowgrove Long Term Care Residence, , , ,1217 Old Mohawk Road, , ,Hamilton,L9K1P6,20220428140002,20220426155036
-78.958255671,43.9131184500001,6589,172388726,2902,Long-Term Care Home,For-Profit,The Village of Taunton Mills, , , ,3800 Brock Street North, , ,Whitby,L1R3A5,20220428140057,20220426155135
-79.1369493559999,43.0792178950001,6594,172388708,M515,Long-Term Care Home,Non-Profit,The Meadows of Dorchester, , , ,6623 Kalar Road, , ,Niagara Falls,L2H2T3,20220428135946,20220426155133
-81.254789107,44.987334022,6693,172388410,2705,Long-Term Care Home,Non-Profit,Golden Dawn Nursing Home, , , ,80 Main Street, , ,Lion's Head,N0H1W0,20220428140021,20220426155054
-89.25160066,48.382738456,6711,172388652,1159,Long-Term Care Home,For-Profit,Southbridge Lakehead, , , ,135 South Vickers Street, , ,Thunder Bay,P7E1J2,20220428140115,20220426155125
-77.8642118189999,45.0550759970001,6764,172388431,M537,Long-Term Care Home,Non-Profit,Hastings Centennial Manor, , , ,1 Manor Lane,Postal Office Box 758, ,Bancroft,K0L1C0,20220428140114,20220426155056
-81.035315555,44.151048492,6807,172388729,2599,Long-Term Care Home,For-Profit,The Village Seniors Community, , , ,101 10th Street, , ,Hanover,N4N1M9,20220428135931,20220426155135
-75.355565997,45.088594512,6829,172388313,2674,Long-Term Care Home,Non-Profit,Dundas Manor Nursing Home, , , ,533 Clarence Street,Postal Office Box 970, ,Winchester,K0C2K0,20220428135916,20220426155041
-82.200887758,42.398476429,6851,172388292,1115,Long-Term Care Home,For-Profit,Copper Terrace, , , ,91 Tecumseh Road, , ,Chatham,N7M1B3,20220428140002,20220426155038
-79.4582149359999,43.965635036,6857,172388733,2174,Long-Term Care Home,For-Profit,The Willows Estate Nursing Home, , , ,13837 Yonge Street, , ,Aurora,L4G3G8,20220428140057,20220426155136
-80.038619952,45.342716443,6880,172388206,M503,Long-Term Care Home,Non-Profit,Belvedere Heights, , , ,21 Belvedere Avenue, , ,Parry Sound,P2A2A2,20220428135946,20220426155026
-80.370257403,43.708597948,6884,172388239,2603,Long-Term Care Home,For-Profit,Caressant Care Fergus Nursing Home, , , ,450 Queen Street East, , ,Fergus,N1M2Y7,20220428135930,20220426155031
-82.409821811,49.4166258430001,6886,172388344,2610,Long-Term Care Home,For-Profit,Extendicare Kapuskasing, , , ,45 Ontario Street,Postal Office Box 460, ,Kapuskasing,P5N2Y5,20220428140021,20220426155045
-79.4216592989999,43.685909689,6904,172388624,3038,Long-Term Care Home,Non-Profit,Rose of Sharon Korean Long Term Care, , , ,17 Maplewood Avenue, , ,Toronto,M6C4B3,20220428140115,20220426155122
-79.468771546,44.0454953500001,6926,172388807,M534,Long-Term Care Home,Non-Profit,York Region Newmarket Health Centre, , , ,194 Eagle Street, , ,Newmarket,L3Y1J6,20220428140022,20220426155146
-80.511990028,43.4922616040001,6947,172388591,2805,Long-Term Care Home,For-Profit,Pinehaven Nursing Home, , , ,229 Lexington Road, , ,Waterloo,N2K2E1,20220428135916,20220426155117
-75.6832110349999,45.437845558,6973,172388400,M622,Long-Term Care Home,Non-Profit,Garry J. Armstrong Home, , , ,200 Island Lodge Road, , ,Ottawa,K1N5M2,20220428140039,20220426155052
-81.248533116,43.0004076820001,7040,172388350,2173,Long-Term Care Home,For-Profit,Extendicare London, , , ,860 Waterloo Street, , ,London,N6A3W6,20220428140021,20220426155046
-80.470162748,48.539243825,7058,172388626,2766,Long-Term Care Home,Non-Profit,Rosedale Centre, , , ,507 8th Avenue,Postal Office Box 70, ,Matheson,P0K1N0,20220428140115,20220426155122
-79.407558304,43.7881531080001,7101,172388302,M512,Long-Term Care Home,Non-Profit,Cummer Lodge, , , ,205 Cummer Avenue, , ,Toronto,M2M2E8,20220428140039,20220426155039
-79.7872069869999,43.3635365150001,7130,172388213,2938,Long-Term Care Home,For-Profit,Billings Court Manor, , , ,3700 Billings Court, , ,Burlington,L7N3N6,20220428135930,20220426155027
-81.711769429,43.733116587,7139,172388501,965,Long-Term Care Home,For-Profit,Maitland Manor, , , ,290 South Street, , ,Goderich,N7A4G6,20220428140002,20220426155106
-74.7322964859999,45.0333522280001,7167,172388435,2088,Long-Term Care Home,For-Profit,Heartwood, , , ,201 11th Street East, , ,Cornwall,K6H2Y6,20220428135946,20220426155057
-79.299987571,43.813087517,7170,172388537,2944,Long-Term Care Home,Non-Profit,Mon Sheong Scarborough Long Term Care Centre, , , ,2030 McNicoll Avenue, , ,Toronto,M1V5P4,20220428135931,20220426155110
-81.474092218,43.3465412310001,7207,172388335,2749,Long-Term Care Home,For-Profit,Exeter Villa, , , ,155 John Street East, , ,Exeter,N0M1S1,20220428135916,20220426155044
-79.567675342,43.648314676,7269,172388276,2943,Long-Term Care Home,For-Profit,Chartwell Westbury Long Term Care Residence, , , ,495 The West Mall, , ,Toronto,M9C5S3,20220428140002,20220426155036
-76.984307166,44.3003620060001,7275,172388718,2681,Long-Term Care Home,For-Profit,The Village Green Nursing Home, , , ,166 Pleasant Drive,Postal Office Box 94, ,Greater Napanee,K0K2Z0,20220428140057,20220426155134
-80.007289543,43.211140578,7280,172388707,2844,Long-Term Care Home,For-Profit,The Meadows, , , ,12 Tranquility Avenue, , ,Hamilton,L9G5C2,20220428135946,20220426155133
-79.470168816,43.698242189,7299,172388430,2732,Long-Term Care Home,Non-Profit,Harold and Grace Baker Centre, , , ,1 Northwestern Avenue, , ,Toronto,M6M2J7,20220428140114,20220426155056
-86.9547151479999,49.7226820970001,7311,172388404,2764,Long-Term Care Home,Non-Profit,Geraldton District Hospital, , , ,500 Hogarth Avenue West, , ,Geraldton,P0T1M0,20220428140039,20220426155053
-79.017980183,43.835628634,7355,172388808,3057,Long-Term Care Home,Non-Profit,Lakeridge Gardens, , , ,680 Harwood Ave South, , ,Ajax,L1S0H5,20220428140040,20220426155146
-81.9879950869999,42.339708429,7360,172388215,2695,Long-Term Care Home,For-Profit,Blenheim Community Village, , , ,10 Mary Avenue, , ,Blenheim,N0P1A0,20220428140002,20220426155028
-75.662719259,44.603924315,7367,172388646,2640,Long-Term Care Home,Non-Profit,Sherwood Park Manor, , , ,1814 County Road 2 East, , ,Brockville,K6V5T1,20220428140057,20220426155125
-81.000833571,43.3675920580001,7372,172388658,M575,Long-Term Care Home,Non-Profit,Spruce Lodge Home for the Aged, , , ,643 West Gore Street, , ,Stratford,N5A1L4,20220428135946,20220426155126
-75.909834899,45.3143587280001,7391,172388385,2834,Long-Term Care Home,For-Profit,Forest Hill, , , ,6501 Campeau Drive, , ,Ottawa,K2K3E9,20220428140114,20220426155050
-83.4135302299999,47.8401822540001,7395,172388696,2864,Long-Term Care Home,Non-Profit,The Bignucolo Residence, , , ,Broomhead Road,"Postal Office Box 757, c/o Chapleau General Hospital, 6", ,Chapleau,P0M1K0,20220428140039,20220426155131
-79.651526266,43.611799465,7407,172388765,2855,Long-Term Care Home,Non-Profit,Villa Forum, , , ,175 Forum Drive, , ,Mississauga,L4Z4E5,20220428140003,20220426155140
-79.8796363439999,44.7535642510001,7422,172388444,2828,Long-Term Care Home,For-Profit,Hillcrest Village Care Centre, , , ,255 Russell Street, , ,Midland,L4R5L6,20220428140056,20220426155058
-81.15967567,42.8042190510001,7424,172388757,M628,Long-Term Care Home,Non-Profit,Valleyview Home, , , ,350 Burwell Road, , ,St. Thomas,N5P0A3,20220428140022,20220426155139
-81.2018572439999,43.4737909670001,7447,172388533,2689,Long-Term Care Home,Non-Profit,Mitchell Nursing Home, , , ,184 Napier Street South,"Unit 1, S", ,Mitchell,N0K1N0,20220428135916,20220426155110
-75.2274962719999,45.2937657530001,7521,172388391,2746,Long-Term Care Home,For-Profit,Foyer St-Viateur Nursing Home, , , ,1003 Limoges Road South, , ,Limoges,K0A2M0,20220428140056,20220426155051
-78.3967539179999,44.2309742310001,7523,172388657,2413,Long-Term Care Home,For-Profit,Springdale Country Manor, , , ,2698 Clifford Line,R.R. 5, ,Peterborough,K9J6X6,20220428140021,20220426155126
-82.899513666,42.3172401800001,7545,172388442,2898,Long-Term Care Home,For-Profit,Heron Terrace Long Term Care Community, , , ,11550 McNorton Street, , ,Windsor,N8P1T9,20220428135916,20220426155058
-78.167524121,43.963097895,7584,172388681,2666,Long-Term Care Home,For-Profit,Streamway Villa, , , ,19 James Street West, , ,Cobourg,K9A2J8,20220428140115,20220426155129
-79.101292046,43.097739,7625,172388756,2737,Long-Term Care Home,For-Profit,Valley Park Lodge, , , ,6400 Valley Way, , ,Niagara Falls,L2E7E3,20220428140115,20220426155139
-78.447751528,44.156290916,7631,172388259,2903,Long-Term Care Home,For-Profit,Centennial Place Long-Term Care Home, , , ,2 Centennial Lane North, , ,Millbrook,L0A1G0,20220428135916,20220426155033
-75.519413421,44.7192679410001,7663,172388775,2807,Long-Term Care Home,For-Profit,Wellington House Nursing Home, , , ,990 Edward Street North,Postal Office Box 1510, ,Prescott,K0E1T0,20220428140040,20220426155141
-79.872121227,43.5157328380001,7668,172388187,M536,Long-Term Care Home,Non-Profit,Allendale, , , ,185 Ontario Street South, , ,Milton,L9T2M4,20220428140002,20220426155024
-79.8031892769999,43.187652783,7675,172388614,2849,Long-Term Care Home,For-Profit,Ridgeview, , , ,385 Highland Road West, , ,Hamilton,L8J3X9,20220428140056,20220426155120
-75.758339053,45.3543555410001,7696,172388352,2579,Long-Term Care Home,For-Profit,Extendicare Medex, , , ,1865 Baseline Road, , ,Ottawa,K2C3K6,20220428140114,20220426155046
-79.518769048,43.88949302,7700,172388645,2894,Long-Term Care Home,For-Profit,Sherwood Court Long Term Care Centre, , , ,300 Ravineview Drive, , ,Vaughan,L6A3P8,20220428140039,20220426155124
-79.451006642,44.059481153,7720,172388655,2955,Long-Term Care Home,Non-Profit,Southlake Residential Care Village, , , ,640 Grace Street, , ,Newmarket,L3Y8V7,20220428135916,20220426155126
-80.570318145,43.476729398,7740,172388717,3048,Long-Term Care Home,For-Profit,The Village at University Gates, , , ,250 Laurelwood Drive, , ,Waterloo,N2J0E2,20220428135916,20220426155134
-75.729813237,45.280257029,7745,172388495,2845,Long-Term Care Home,For-Profit,Longfields Manor, , , ,330 Beatrice Drive, , ,Ottawa,K2J5A5,20220428140056,20220426155105
-77.3902872899999,44.1980247700001,7784,172388315,2668,Long-Term Care Home,For-Profit,E. J. McQuigge Lodge, , , ,38 Black Diamond Road,Postal Office Box 68, ,Belleville,K0K1K0,20220428140002,20220426155041
-74.670486314,45.629712533,7796,172388262,925,Long-Term Care Home,For-Profit,Champlain Long Term Care Residence, , , ,428 Front Road West, , ,L'Orignal,K0B1K0,20220428140039,20220426155034
-79.4564816119999,43.710632192,7850,172388763,3020,Long-Term Care Home,Non-Profit,Villa Colombo Homes for the Aged, , , ,40 Playfair Avenue, , ,Toronto,M6B2P9,20220428140040,20220426155140
-79.285281658,43.7129553,7862,172388599,3006,Long-Term Care Home,Non-Profit,Providence Healthcare, , , ,3276 Saint Clair Avenue East, , ,Toronto,M1L1W1,20220428140056,20220426155118
-80.734347542,42.862344782,7879,172388797,M615,Long-Term Care Home,Non-Profit,Woodingford Lodge - Tillsonburg, , , ,52 Venison Street West, , ,Tillsonburg,N4G1V1,20220428140022,20220426155144
-76.2709768839999,44.9043282420001,7900,172388583,962,Long-Term Care Home,For-Profit,Perth Community Care Centre, , , ,101 Christie Lake Road,R. R. 4, ,Perth,K7H3C6,20220428135916,20220426155116
-79.773419909,43.661675368,7943,172388230,2953,Long-Term Care Home,For-Profit,Burton Manor, , , ,5 Sterritt Drive, , ,Brampton,L6Y5P3,20220428140114,20220426155030
-84.774749162,49.2121005700001,7949,172388452,2771,Long-Term Care Home,Non-Profit,Hornepayne Community Hospital, , , ,278 Front Street,Postal Office Box 190, ,Hornepayne,P0M1Z0,20220428135946,20220426155059
